satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,sales_IT,sales_RandD,sales_accounting,sales_hr,sales_management,sales_marketing,sales_product_mng,sales_sales,sales_support,sales_technical,left
0.88,0.74,0.2,0.8271028037383178,1.0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.77,0.48,0.2,0.5046728971962616,0.5,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0
0.54,0.69,0.4,0.3364485981308411,0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0
0.91,0.49,0.2,0.7990654205607477,0.125,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0
0.99,0.73,0.6,0.4719626168224299,0.25,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.79,0.85,0.4,0.018691588785046728,0.5,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.1,0.81,1.0,0.9112149532710281,0.25,0,0,1.0,0,0,0,0,0,0,0,1,0,0,1
0.79,0.61,0.4,0.6121495327102804,0.0,0,1,1.0,0,0,0,0,0,0,0,1,0,0,0
0.87,0.68,0.2,0.7523364485981309,0.125,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.94,0.88,0.4,0.8130841121495327,0.125,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0
0.55,0.62,0.6,0.411214953271028,0.25,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0
0.79,0.7,0.4,0.8037383177570093,0.0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.78,0.64,0.2,0.3411214953271028,0.0,1,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.81,0.85,0.4,0.4953271028037383,0.125,1,0,0.5,0,0,0,0,0,0,1,0,0,0,0
0.19,0.8,0.8,0.2850467289719626,0.5,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.71,0.36,0.4,0.8504672897196262,0.25,1,0,1.0,0,0,0,0,0,0,1,0,0,0,0
0.37,0.56,0.0,0.19626168224299065,0.125,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1
0.91,0.61,0.2,0.7757009345794392,0.125,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.45,0.49,0.0,0.2570093457943925,0.125,0,0,0.0,0,0,0,1,0,0,0,0,0,0,1
0.42,0.67,0.0,0.08878504672897196,0.125,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0
0.81,0.8,0.4,0.6121495327102804,0.0,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.89,0.83,0.2,0.3177570093457944,0.125,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0.44,0.45,0.8,0.6588785046728972,0.5,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.09,0.86,1.0,0.9953271028037384,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1
0.83,1.0,0.6,0.8084112149532711,0.375,0,0,0.5,1,0,0,0,0,0,0,0,0,0,1
0.89,0.86,0.2,0.5934579439252337,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.56,0.59,0.2,0.5934579439252337,0.125,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.09,0.83,0.8,0.8691588785046729,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,1,1
0.91,0.82,0.2,0.40654205607476634,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.1,0.83,0.8,0.7570093457943925,0.25,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1
0.09,0.91,0.8,0.8364485981308412,0.25,0,0,0.5,0,0,0,1,0,0,0,0,0,0,1
0.83,0.49,0.4,0.5700934579439252,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.37,0.52,0.0,0.2757009345794392,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,1,1
0.84,0.9,0.2,0.6261682242990654,0.125,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0
0.51,0.92,0.2,0.5981308411214953,0.125,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0
0.63,0.97,0.6,0.2336448598130841,0.125,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.77,0.87,0.2,0.8364485981308412,0.25,1,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.17,0.57,0.6,0.8878504672897196,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.11,0.81,0.6,0.8925233644859814,0.25,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1
0.18,0.54,0.8,0.5280373831775701,0.375,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.67,0.96,0.4,0.5186915887850467,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.78,0.93,0.4,0.3037383177570093,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.09,0.94,0.8,0.8738317757009346,0.375,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1
0.62,0.53,0.6,0.3411214953271028,0.125,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0.81,0.95,0.2,0.5046728971962616,0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
0.41,0.77,0.4,0.6308411214953271,0.5,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.84,0.62,0.4,0.2616822429906542,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.55,0.54,0.2,0.4392523364485981,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.56,0.57,0.2,0.21962616822429906,0.0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.94,0.95,0.4,0.2757009345794392,0.125,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.62,0.64,0.4,0.3130841121495327,0.125,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.36,0.4,0.2,0.29906542056074764,0.125,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0
0.1,0.79,1.0,0.8785046728971962,0.25,0,0,0.5,1,0,0,0,0,0,0,0,0,0,1
0.44,0.5,0.0,0.2803738317757009,0.125,0,0,0.5,0,0,0,0,0,0,0,1,0,0,1
0.95,0.63,0.4,0.26635514018691586,0.125,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.54,0.64,0.2,0.4392523364485981,0.625,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.64,0.79,0.4,0.20093457943925233,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.74,0.6,0.2,0.6355140186915887,0.125,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0.84,0.56,0.6,0.5981308411214953,0.0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.52,0.55,0.2,0.602803738317757,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.9,0.67,0.4,0.6401869158878505,0.125,0,1,0.5,0,0,0,0,0,0,0,1,0,0,0
0.69,0.69,0.4,0.3317757009345794,0.125,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.64,0.94,0.4,0.5327102803738317,0.125,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
0.34,0.69,0.0,0.4532710280373832,0.125,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.92,0.78,0.4,0.37850467289719625,0.0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.63,0.41,0.2,0.3925233644859813,0.375,1,0,0.5,0,0,0,0,0,1,0,0,0,0,0
0.86,0.53,0.2,0.3130841121495327,0.125,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.57,0.7,0.2,0.2897196261682243,0.125,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0
0.55,0.96,0.2,0.45794392523364486,0.125,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0
0.97,0.86,0.6,0.1822429906542056,0.125,0,0,1.0,0,0,0,1,0,0,0,0,0,0,0
0.21,0.85,0.8,0.883177570093458,0.625,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.76,0.57,0.2,0.24299065420560748,0.125,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.98,0.53,0.2,0.6448598130841121,0.125,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.74,1.0,0.6,0.7102803738317757,0.375,0,0,0.5,0,0,0,0,0,0,0,0,1,0,1
0.72,0.59,0.2,0.7429906542056075,0.0,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0
0.9,0.76,0.2,0.7429906542056075,0.625,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
0.42,0.6,0.0,0.42990654205607476,0.125,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0
0.7,0.95,0.2,0.2897196261682243,0.0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0
0.81,0.5,0.4,0.6308411214953271,0.125,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.77,0.68,0.2,0.009345794392523364,0.125,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.44,0.55,0.0,0.14953271028037382,0.125,0,1,0.5,1,0,0,0,0,0,0,0,0,0,1
0.61,0.75,0.2,0.205607476635514,0.125,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0
0.87,0.71,0.4,0.2850467289719626,0.0,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0
0.81,0.87,0.4,0.7383177570093458,0.375,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1
0.85,0.87,0.8,0.6355140186915887,0.5,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.59,0.73,0.2,0.46261682242990654,0.0,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0
0.37,0.46,0.0,0.205607476635514,0.125,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0.56,0.66,0.6,0.5607476635514018,0.0,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0
0.97,0.93,0.0,0.29906542056074764,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.43,0.46,0.0,0.1542056074766355,0.125,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1
0.53,0.51,0.4,0.3644859813084112,0.0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.2,0.41,0.8,0.7850467289719626,0.125,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.6,0.56,0.4,0.19626168224299065,0.125,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0
0.69,0.92,0.6,0.5794392523364486,0.0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0
0.82,0.83,0.4,0.6962616822429907,0.375,1,0,0.0,0,0,0,0,0,0,0,1,0,0,1
0.11,0.79,1.0,0.9813084112149533,0.25,0,0,0.5,0,0,0,0,0,0,1,0,0,0,1
0.45,0.55,0.0,0.2570093457943925,0.125,0,0,0.5,1,0,0,0,0,0,0,0,0,0,1
0.87,0.84,0.6,0.6308411214953271,0.375,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1
0.33,0.65,0.2,0.35514018691588783,1.0,0,1,1.0,0,0,0,0,0,1,0,0,0,0,0
0.14,0.66,0.6,0.8644859813084113,0.25,1,0,0.5,0,0,1,0,0,0,0,0,0,0,0
0.72,0.98,0.6,0.4719626168224299,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.52,0.63,0.4,0.18691588785046728,0.0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.98,0.76,0.4,0.5841121495327103,0.125,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.8,0.97,0.4,0.5700934579439252,0.375,1,0,0.5,0,0,0,0,0,0,0,0,1,0,1
0.67,0.4,0.4,0.8317757009345794,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.8,0.64,0.4,0.7009345794392523,0.125,1,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.63,0.97,0.4,0.6448598130841121,0.0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.72,0.7,0.2,0.24766355140186916,0.125,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.99,0.6,0.4,0.5280373831775701,0.75,1,0,0.5,1,0,0,0,0,0,0,0,0,0,0
0.85,0.76,0.2,0.4719626168224299,0.375,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0
0.91,0.56,0.4,0.2897196261682243,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.77,0.95,0.2,0.4485981308411215,0.25,1,0,0.5,0,1,0,0,0,0,0,0,0,0,0
0.55,0.97,0.4,0.5887850467289719,0.25,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.75,0.51,0.0,0.5560747663551402,0.0,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.7,0.84,0.0,0.08411214953271028,0.25,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0.1,0.77,1.0,0.9112149532710281,0.25,0,0,0.0,0,0,1,0,0,0,0,0,0,0,1
0.92,0.69,0.4,0.3925233644859813,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.21,0.9,0.4,0.8177570093457944,0.5,0,0,1.0,0,0,0,0,0,0,0,0,1,0,0
0.78,0.65,0.2,0.20093457943925233,0.125,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0
0.94,0.64,0.6,0.705607476635514,1.0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.91,0.89,0.0,0.5747663551401869,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.78,0.5,0.4,0.5420560747663551,0.0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.55,0.49,0.2,0.2336448598130841,0.0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.41,0.7,0.0,0.2570093457943925,0.125,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0
0.47,0.79,0.2,0.8785046728971962,1.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.73,0.99,0.6,0.677570093457944,0.375,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1
0.45,0.53,0.0,0.19626168224299065,0.125,0,0,0.5,0,0,1,0,0,0,0,0,0,0,1
0.78,0.54,0.2,0.3037383177570093,0.125,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.66,0.9,0.4,0.37850467289719625,0.625,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.73,0.82,0.4,0.5093457943925234,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.44,0.46,0.0,0.21962616822429906,0.125,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1
0.72,1.0,0.6,0.7850467289719626,0.375,0,0,0.5,0,0,0,0,0,0,0,0,0,1,1
0.09,0.9,1.0,0.9018691588785047,0.25,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1
0.66,0.59,0.4,0.3878504672897196,0.125,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.64,0.55,0.4,0.5560747663551402,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.86,0.57,0.2,0.308411214953271,0.625,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.09,0.88,1.0,0.7897196261682243,0.25,0,0,0.5,0,0,0,0,0,0,0,1,0,0,1
0.8,0.77,0.2,0.35046728971962615,0.0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0
0.82,0.53,0.2,0.2383177570093458,0.125,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.88,0.92,0.2,0.3878504672897196,0.125,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0
0.16,0.61,0.8,0.8084112149532711,0.0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0
0.5,0.93,0.8,0.2523364485981308,0.125,1,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.75,0.53,0.2,0.27102803738317754,0.0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.61,0.59,0.2,0.308411214953271,0.0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0.7,0.54,0.4,0.2523364485981308,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.75,0.98,0.4,0.34579439252336447,0.25,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0
0.54,0.95,0.6,0.7429906542056075,0.0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0
0.97,0.68,0.2,0.4158878504672897,0.0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.82,0.99,0.4,0.780373831775701,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,1,1
0.5,0.81,0.2,0.24299065420560748,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.97,0.58,0.4,0.4252336448598131,0.25,1,0,1.0,0,0,0,0,1,0,0,0,0,0,0
0.54,0.98,0.2,0.4719626168224299,0.125,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.14,0.76,0.6,0.5560747663551402,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.1,0.86,0.8,0.8504672897196262,0.25,0,0,1.0,0,0,0,0,0,0,0,0,0,1,1
0.29,0.75,0.8,0.8177570093457944,1.0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.69,0.52,0.2,0.4205607476635514,0.125,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0
0.57,0.69,0.2,0.5420560747663551,0.75,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
0.64,0.5,0.2,0.7710280373831776,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.72,0.81,0.4,0.22429906542056074,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0.36,0.51,0.0,0.2757009345794392,0.125,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1
0.43,0.51,0.6,0.3364485981308411,0.25,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0
0.45,0.56,0.0,0.27102803738317754,0.125,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1
0.14,0.57,0.8,0.8364485981308412,0.375,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.44,0.67,0.2,0.0794392523364486,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.57,0.9,0.2,0.7757009345794392,0.0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0
0.83,0.53,0.6,0.40186915887850466,0.0,1,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.84,0.79,0.8,0.205607476635514,0.0,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0
0.59,0.49,1.0,0.780373831775701,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,1,1
0.91,0.99,0.6,0.7383177570093458,0.375,0,0,0.5,0,0,0,0,0,0,0,0,0,1,1
0.8,0.84,0.2,0.46261682242990654,0.125,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.45,0.54,0.0,0.205607476635514,0.125,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0.85,0.48,0.4,0.5514018691588785,0.125,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.09,0.9,1.0,0.9018691588785047,0.25,0,0,0.0,0,0,0,0,0,0,1,0,0,0,1
0.98,0.91,0.2,0.42990654205607476,0.25,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0
0.73,0.99,0.6,0.7757009345794392,0.375,0,0,0.5,0,0,0,0,0,0,1,0,0,0,1
0.67,0.55,0.4,0.7476635514018691,0.5,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0
0.38,0.54,0.0,0.1822429906542056,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,1,1
0.46,0.55,0.0,0.22897196261682243,0.125,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1
0.41,0.55,0.0,0.27102803738317754,0.125,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1
0.41,0.52,0.0,0.2383177570093458,0.125,0,0,0.5,0,0,0,0,0,0,1,0,0,0,1
0.92,0.78,0.2,0.45794392523364486,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.84,0.61,0.2,0.7336448598130841,0.0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.82,0.85,0.4,0.8317757009345794,0.375,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1
0.51,0.5,0.0,0.6495327102803738,0.0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.71,0.61,0.0,0.5607476635514018,0.0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0
0.38,0.57,0.0,0.16355140186915887,0.125,0,0,0.5,0,0,0,0,0,0,0,0,1,0,1
0.87,0.58,0.4,0.7616822429906542,0.125,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0
0.43,0.47,0.0,0.24766355140186916,0.125,0,0,0.5,0,0,0,0,0,0,0,1,0,0,1
0.21,0.65,0.4,0.8411214953271028,0.5,0,0,1.0,0,0,0,0,0,1,0,0,0,0,0
0.18,0.39,0.0,0.37850467289719625,0.5,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.39,0.5,0.0,0.18691588785046728,0.125,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1
0.84,0.85,0.4,0.7149532710280374,0.5,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1
0.64,0.55,0.2,0.2383177570093458,0.0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.99,0.9,0.4,0.37850467289719625,0.125,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0
0.54,0.63,0.2,0.5373831775700935,0.125,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0
0.36,0.48,0.0,0.2897196261682243,0.125,0,0,0.0,1,0,0,0,0,0,0,0,0,0,1
0.88,0.53,0.2,0.5700934579439252,0.25,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.73,0.77,0.2,0.6261682242990654,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.45,0.45,0.0,0.16822429906542055,0.125,0,0,0.0,0,0,0,0,0,1,0,0,0,0,1
0.74,0.6,0.2,0.26635514018691586,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.76,0.88,0.4,0.514018691588785,0.25,0,0,0.5,0,0,0,1,0,0,0,0,0,0,1
0.93,0.82,0.4,0.3691588785046729,0.125,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0
0.75,0.55,0.0,0.42990654205607476,0.125,0,0,1.0,0,0,1,0,0,0,0,0,0,0,0
0.74,0.74,0.0,0.7383177570093458,0.125,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0
0.71,0.51,0.2,0.7102803738317757,0.25,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.91,0.56,0.2,0.3364485981308411,0.0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.56,0.86,0.4,0.19158878504672897,0.0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0
0.87,0.89,0.4,0.602803738317757,0.75,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0
0.3,0.66,0.2,0.4766355140186916,0.0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0
0.11,0.97,0.8,0.7383177570093458,0.25,0,0,1.0,0,0,1,0,0,0,0,0,0,0,1
0.97,0.83,0.2,0.6635514018691588,0.0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.38,0.5,0.0,0.26635514018691586,0.125,0,0,0.5,0,0,0,0,0,0,0,0,1,0,1
0.69,0.82,0.4,0.822429906542056,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.52,0.63,0.2,0.8084112149532711,0.0,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.83,0.53,0.2,0.5373831775700935,0.25,1,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.82,0.83,0.2,0.8177570093457944,0.0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
0.87,0.89,0.4,0.5747663551401869,0.25,0,0,1.0,0,0,0,0,0,0,0,0,0,1,0
1.0,0.77,0.6,0.8084112149532711,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.21,0.43,0.6,0.3691588785046729,0.0,1,0,1.0,0,0,0,0,0,0,0,1,0,0,0
0.99,0.97,0.4,0.5373831775700935,0.0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0
0.47,0.41,0.0,0.205607476635514,0.125,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0
0.54,0.72,0.2,0.35514018691588783,0.0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0
0.09,0.77,0.8,0.9065420560747663,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,1,1
0.1,0.86,0.8,0.705607476635514,0.25,0,0,0.5,1,0,0,0,0,0,0,0,0,0,1
1.0,0.96,0.4,0.2757009345794392,0.125,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.68,0.99,0.2,0.29439252336448596,0.0,0,0,0.5,0,0,1,0,0,0,0,0,0,0,0
0.74,0.63,0.4,0.34579439252336447,0.0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0
0.7,0.51,0.2,0.7476635514018691,0.125,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.59,0.95,0.6,0.7383177570093458,0.0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
1.0,0.88,0.8,0.49065420560747663,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.69,0.53,0.2,0.1822429906542056,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.09,0.94,0.8,0.7523364485981309,0.25,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1
0.85,0.55,0.0,0.5186915887850467,0.5,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.51,0.64,0.2,0.5,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.49,0.52,0.4,0.40654205607476634,0.0,0,1,0.5,0,0,0,0,0,1,0,0,0,0,0
0.93,0.53,0.6,0.5046728971962616,0.0,0,0,0.5,0,0,0,0,0,0,0,0,1,0,0
0.54,0.92,0.4,0.3691588785046729,0.125,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.48,0.42,0.0,0.8364485981308412,0.5,1,1,0.5,0,0,0,1,0,0,0,0,0,0,0
0.81,1.0,0.4,0.7336448598130841,0.375,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1
0.15,0.37,0.0,0.3317757009345794,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0
0.48,0.39,0.4,0.822429906542056,0.125,0,0,0.0,0,0,0,0,0,1,0,0,0,0,0
0.38,0.55,0.0,0.2570093457943925,0.125,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1
0.22,0.54,0.8,0.3411214953271028,0.25,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.22,0.98,0.4,0.4158878504672897,0.125,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0
0.72,0.8,0.2,0.5747663551401869,0.125,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0
0.1,0.91,0.8,0.883177570093458,0.25,0,0,0.5,0,0,0,0,0,0,0,1,0,0,1
0.36,0.77,0.4,0.7289719626168224,0.0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0
0.1,0.9,1.0,0.8644859813084113,0.25,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1
0.91,0.77,0.2,0.46261682242990654,0.625,0,0,0.5,0,0,0,0,0,0,0,1,0,0,0
0.54,0.55,0.4,0.5233644859813084,0.375,0,0,1.0,0,0,0,0,0,0,0,1,0,0,0
0.55,0.88,0.2,0.3598130841121495,0.125,1,0,0.0,0,0,0,0,0,0,0,0,0,1,0
0.75,0.85,0.2,0.719626168224299,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0
